acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
12302.0,8366.0,-5785.0,0.04,0.29,-0.01
12041.0,8702.0,-5854.0,0.02,0.31,-0.01
13596.0,10182.0,-6118.0,0.12,0.4,-0.03
12450.0,8307.0,-5625.0,0.05,0.28,0.0
13129.0,7485.0,-5467.0,0.09,0.23,0.01
12867.0,7705.0,-5515.0,0.07,0.25,0.01
12893.0,7696.0,-5505.0,0.07,0.25,0.01
13908.0,6458.0,-4697.0,0.13,0.17,0.06
