acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1016.0,13514.0,-8317.0,-0.79,0.85,0.99
4984.0,11090.0,-10215.0,-0.55,0.7,0.88
6379.0,4373.0,-13785.0,-0.47,0.29,0.66
9125.0,-699.0,-13344.0,-0.3,-0.02,0.69
9795.0,-1813.0,-13044.0,-0.26,-0.09,0.7
9391.0,-1555.0,-13354.0,-0.28,-0.07,0.68
11379.0,-794.0,-12405.0,-0.16,-0.03,0.74
11415.0,-21.0,-11096.0,-0.16,0.02,0.82
10808.0,-781.0,-11969.0,-0.2,-0.03,0.77
12178.0,-511.0,-10719.0,-0.11,-0.01,0.85
12245.0,-822.0,-10723.0,-0.11,-0.03,0.85
