acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
15470.0,-1951.0,-4547.0,0.05,-0.14,0.97
15442.0,-2034.0,-4731.0,0.05,-0.14,0.95
15621.0,-2027.0,-4348.0,0.06,-0.14,0.98
15668.0,-2017.0,-4328.0,0.07,-0.14,0.98
15640.0,-2045.0,-4180.0,0.07,-0.14,0.99
