acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
15498.0,236.0,-5034.0,0.02,0.0,1.04
15413.0,242.0,-4987.0,0.01,0.0,1.04
15459.0,268.0,-5015.0,0.02,0.01,1.04
15461.0,250.0,-5034.0,0.02,0.01,1.04
15469.0,285.0,-4963.0,0.02,0.01,1.04
15452.0,246.0,-4975.0,0.01,0.0,1.04
15475.0,255.0,-4908.0,0.02,0.01,1.05
15494.0,255.0,-4932.0,0.02,0.01,1.05
