acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
15489.0,-82.0,-4933.0,0.02,-0.01,1.05
15500.0,-78.0,-4925.0,0.02,-0.01,1.05
15480.0,-61.0,-4926.0,0.02,-0.01,1.05
15510.0,-43.0,-4879.0,0.02,-0.0,1.06
15514.0,-57.0,-4932.0,0.02,-0.01,1.05
15500.0,-58.0,-4917.0,0.02,-0.01,1.05
15507.0,-90.0,-4860.0,0.02,-0.01,1.06
