acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
11868.0,-852.0,-11027.0,-0.13,-0.03,0.83
11655.0,-831.0,-11203.0,-0.14,-0.03,0.82
11658.0,-853.0,-11189.0,-0.14,-0.03,0.82
11764.0,-664.0,-11091.0,-0.14,-0.02,0.82
11448.0,-1008.0,-11251.0,-0.16,-0.04,0.81
11608.0,-965.0,-11158.0,-0.15,-0.04,0.82
11699.0,-1068.0,-11185.0,-0.14,-0.04,0.82
11644.0,-1087.0,-11172.0,-0.15,-0.04,0.82
11701.0,-1064.0,-11173.0,-0.14,-0.04,0.82
11709.0,-1088.0,-11162.0,-0.14,-0.04,0.82
11768.0,-1114.0,-11144.0,-0.14,-0.05,0.82
