acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
13847.0,-2370.0,-8263.0,-0.04,-0.16,0.74
13981.0,-2102.0,-8076.0,-0.04,-0.15,0.75
14098.0,-2142.0,-7861.0,-0.03,-0.15,0.76
13854.0,-1861.0,-7916.0,-0.04,-0.13,0.76
14191.0,-1962.0,-7639.0,-0.02,-0.14,0.78
14399.0,-2390.0,-7339.0,-0.01,-0.17,0.79
14117.0,-2119.0,-7594.0,-0.03,-0.15,0.78
