acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
13209.0,108.0,-9387.0,-0.11,0.01,0.8
13207.0,317.0,-9410.0,-0.11,0.02,0.8
13458.0,186.0,-9086.0,-0.1,0.01,0.82
13739.0,115.0,-8667.0,-0.08,0.01,0.85
13872.0,176.0,-8302.0,-0.07,0.01,0.87
