acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5687.0,13390.0,-4740.0,-1.06,0.59,0.05
-4321.0,13766.0,-6725.0,-0.98,0.62,-0.07
-4865.0,12574.0,-8358.0,-1.01,0.54,-0.17
-4383.0,12762.0,-7364.0,-0.98,0.56,-0.11
-4588.0,15748.0,-5325.0,-0.99,0.74,0.02
-5356.0,11820.0,-5884.0,-1.04,0.5,-0.02
-7137.0,14118.0,-5751.0,-1.15,0.64,-0.01
-7317.0,12591.0,-5975.0,-1.16,0.55,-0.02
-4820.0,11628.0,-6020.0,-1.01,0.49,-0.02
